                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                  1.191,                0.68839,                 1.0082,                0.76561,                 0.6532,                0.67837,                0.39249,                 1.6712,                 1.0299,                 1.2644,               0.005083,               0.005083,               0.005083
                    152,                 1.1907,                0.68381,                  1.005,                0.77687,                0.64757,                0.67849,                0.39277,                 1.6712,                   1.03,                 1.2647,                0.00505,                0.00505,                0.00505
                    153,                 1.1816,                0.68162,                  1.007,                0.77818,                0.64784,                0.67881,                 0.3929,                  1.671,                  1.029,                 1.2651,               0.005017,               0.005017,               0.005017
                    154,                 1.1881,                0.68971,                  1.006,                 0.7741,                0.64897,                0.67847,                0.39288,                 1.6707,                 1.0281,                 1.2651,               0.004984,               0.004984,               0.004984
                    155,                 1.1765,                0.67744,                 1.0042,                0.77595,                0.64888,                0.67883,                0.39313,                 1.6702,                 1.0276,                  1.265,               0.004951,               0.004951,               0.004951
                    156,                 1.1929,                0.68891,                 1.0102,                0.77346,                0.65168,                0.67968,                0.39325,                 1.6702,                 1.0266,                 1.2651,               0.004918,               0.004918,               0.004918
                    157,                 1.1733,                0.67214,                 1.0065,                0.77509,                0.65139,                0.68004,                0.39348,                 1.6699,                 1.0264,                 1.2652,               0.004885,               0.004885,               0.004885
                    158,                 1.1772,                0.68049,                 1.0048,                0.77516,                0.65147,                0.68031,                0.39339,                 1.6697,                 1.0256,                 1.2653,               0.004852,               0.004852,               0.004852
                    159,                 1.1754,                0.67036,                 1.0031,                0.77767,                0.65066,                0.68019,                0.39347,                 1.6689,                 1.0253,                 1.2648,               0.004819,               0.004819,               0.004819
                    160,                 1.1646,                0.67085,                0.99868,                0.78116,                0.64878,                0.68016,                0.39356,                 1.6687,                 1.0246,                 1.2646,               0.004786,               0.004786,               0.004786
                    161,                  1.164,                0.67218,                0.99861,                0.78589,                 0.6457,                0.67994,                0.39371,                 1.6684,                 1.0249,                 1.2644,               0.004753,               0.004753,               0.004753
                    162,                 1.1722,                0.67892,                 1.0006,                0.78016,                0.64929,                0.68076,                0.39412,                 1.6678,                 1.0247,                 1.2639,                0.00472,                0.00472,                0.00472
                    163,                 1.1632,                0.66835,                0.99596,                0.78521,                0.64706,                0.68107,                0.39452,                 1.6682,                 1.0248,                 1.2646,               0.004687,               0.004687,               0.004687
                    164,                 1.1661,                0.67044,                0.99957,                0.78519,                0.64609,                0.68135,                0.39449,                  1.668,                  1.025,                 1.2644,               0.004654,               0.004654,               0.004654
                    165,                 1.1501,                0.66329,                0.99814,                0.78296,                0.64632,                0.68081,                0.39447,                 1.6677,                 1.0255,                 1.2646,               0.004621,               0.004621,               0.004621
                    166,                 1.1556,                0.66003,                0.99531,                0.78595,                0.64555,                0.68054,                0.39422,                 1.6677,                 1.0259,                 1.2648,               0.004588,               0.004588,               0.004588
                    167,                 1.1473,                0.65337,                0.99477,                0.77826,                0.64793,                0.68048,                0.39472,                 1.6675,                 1.0263,                 1.2648,               0.004555,               0.004555,               0.004555
                    168,                 1.1492,                0.65642,                0.99782,                0.77692,                0.64877,                0.68016,                0.39507,                 1.6672,                 1.0262,                  1.265,               0.004522,               0.004522,               0.004522
                    169,                 1.1449,                0.65464,                0.99363,                0.77944,                0.64823,                0.68049,                0.39518,                 1.6669,                 1.0259,                 1.2651,               0.004489,               0.004489,               0.004489
                    170,                  1.148,                0.65979,                0.99172,                0.78079,                0.64881,                0.68101,                0.39548,                 1.6665,                 1.0253,                 1.2652,               0.004456,               0.004456,               0.004456
                    171,                 1.1409,                0.64725,                0.98958,                0.78416,                0.64837,                0.68098,                0.39539,                 1.6662,                 1.0256,                 1.2653,               0.004423,               0.004423,               0.004423
                    172,                 1.1464,                 0.6478,                 0.9898,                0.78466,                0.64863,                0.68057,                0.39546,                 1.6664,                 1.0255,                 1.2659,                0.00439,                0.00439,                0.00439
                    173,                 1.1374,                0.64766,                0.98662,                0.78501,                0.64807,                0.68029,                0.39549,                 1.6661,                 1.0255,                 1.2655,               0.004357,               0.004357,               0.004357
                    174,                 1.1347,                 0.6484,                0.98632,                0.78867,                0.64636,                0.68034,                0.39537,                 1.6662,                 1.0257,                 1.2658,               0.004324,               0.004324,               0.004324
                    175,                 1.1271,                0.64014,                0.98842,                0.78575,                0.64766,                0.68044,                0.39559,                 1.6662,                 1.0256,                 1.2659,               0.004291,               0.004291,               0.004291
                    176,                 1.1355,                 0.6479,                0.98685,                0.78786,                0.64662,                0.68058,                0.39555,                 1.6662,                 1.0256,                 1.2659,               0.004258,               0.004258,               0.004258
                    177,                 1.1273,                0.64196,                0.98511,                0.78932,                0.64589,                0.68019,                0.39544,                 1.6663,                 1.0256,                 1.2663,               0.004225,               0.004225,               0.004225
                    178,                 1.1265,                0.64513,                0.98589,                0.79759,                0.64373,                0.67968,                 0.3955,                 1.6663,                 1.0255,                 1.2666,               0.004192,               0.004192,               0.004192
                    179,                 1.1384,                0.64532,                0.98664,                0.79469,                0.64488,                0.67996,                0.39573,                 1.6661,                 1.0254,                 1.2666,               0.004159,               0.004159,               0.004159
                    180,                 1.1241,                0.63495,                0.98262,                0.79554,                0.64538,                0.68023,                0.39605,                 1.6658,                 1.0251,                 1.2665,               0.004126,               0.004126,               0.004126
                    181,                 1.1257,                0.63977,                0.98208,                0.79236,                0.64636,                0.67987,                 0.3961,                 1.6657,                 1.0252,                 1.2666,               0.004093,               0.004093,               0.004093
                    182,                 1.1088,                 0.6301,                0.98399,                 0.7977,                 0.6451,                0.68022,                0.39613,                 1.6656,                 1.0255,                 1.2667,                0.00406,                0.00406,                0.00406
                    183,                 1.1169,                0.63491,                0.98129,                 0.7968,                0.64474,                0.67996,                0.39613,                 1.6653,                  1.026,                 1.2667,               0.004027,               0.004027,               0.004027
                    184,                 1.1132,                0.63185,                 0.9822,                0.79444,                0.64614,                0.67975,                0.39611,                  1.665,                 1.0262,                 1.2667,               0.003994,               0.003994,               0.003994
                    185,                 1.1074,                0.62699,                0.97584,                0.79605,                0.64563,                   0.68,                0.39608,                 1.6648,                 1.0264,                 1.2667,               0.003961,               0.003961,               0.003961
                    186,                 1.1171,                0.62998,                0.98288,                0.79648,                0.64562,                0.68061,                0.39643,                 1.6646,                 1.0263,                 1.2667,               0.003928,               0.003928,               0.003928
                    187,                 1.1069,                 0.6207,                0.97535,                0.79289,                0.64646,                 0.6805,                0.39649,                 1.6646,                 1.0264,                 1.2669,               0.003895,               0.003895,               0.003895
                    188,                 1.1057,                0.62334,                 0.9763,                 0.7923,                0.64651,                0.68042,                0.39644,                 1.6644,                 1.0266,                  1.267,               0.003862,               0.003862,               0.003862
                    189,                 1.0921,                0.61581,                0.97237,                 0.7937,                0.64705,                0.68072,                0.39667,                 1.6642,                 1.0265,                 1.2671,               0.003829,               0.003829,               0.003829
                    190,                 1.0957,                0.61272,                0.96885,                0.79247,                0.64716,                0.68054,                0.39663,                 1.6642,                 1.0266,                 1.2672,               0.003796,               0.003796,               0.003796
                    191,                 1.1081,                0.63034,                 0.9757,                0.79338,                0.64744,                0.68067,                0.39672,                 1.6641,                 1.0267,                 1.2674,               0.003763,               0.003763,               0.003763
                    192,                 1.0844,                0.61024,                0.97096,                0.79384,                0.64737,                0.68068,                0.39679,                 1.6639,                 1.0268,                 1.2675,                0.00373,                0.00373,                0.00373
                    193,                 1.0918,                0.61644,                0.97336,                0.79624,                0.64674,                0.68092,                0.39677,                 1.6638,                 1.0269,                 1.2676,               0.003697,               0.003697,               0.003697
                    194,                 1.0789,                0.61252,                0.96658,                0.79829,                 0.6466,                0.68108,                0.39693,                 1.6639,                 1.0267,                 1.2678,               0.003664,               0.003664,               0.003664
                    195,                 1.0848,                0.61171,                0.97055,                0.79791,                0.64681,                0.68126,                0.39688,                 1.6639,                  1.027,                 1.2678,               0.003631,               0.003631,               0.003631
                    196,                 1.0872,                 0.6151,                0.97098,                0.79804,                0.64712,                0.68093,                0.39699,                 1.6637,                 1.0271,                 1.2678,               0.003598,               0.003598,               0.003598
                    197,                 1.0784,                0.60839,                 0.9697,                0.79718,                0.64762,                 0.6809,                0.39723,                 1.6635,                  1.027,                 1.2677,               0.003565,               0.003565,               0.003565
                    198,                   1.08,                 0.6069,                0.97017,                0.79599,                 0.6484,                0.68128,                0.39726,                 1.6632,                 1.0272,                 1.2673,               0.003532,               0.003532,               0.003532
                    199,                 1.0691,                 0.6025,                0.96806,                0.79726,                0.64782,                0.68106,                0.39744,                 1.6634,                 1.0274,                 1.2676,               0.003499,               0.003499,               0.003499
                    200,                 1.0807,                0.60653,                0.96841,                0.79713,                0.64773,                0.68106,                0.39759,                 1.6631,                 1.0277,                 1.2675,               0.003466,               0.003466,               0.003466
                    201,                 1.0731,                0.60173,                 0.9637,                0.79661,                0.64782,                0.68105,                0.39766,                 1.6628,                 1.0279,                 1.2672,               0.003433,               0.003433,               0.003433
                    202,                 1.0689,                0.60079,                0.96485,                0.79827,                0.64822,                0.68139,                 0.3976,                 1.6629,                 1.0283,                 1.2674,                 0.0034,                 0.0034,                 0.0034
                    203,                 1.0655,                0.60146,                0.96626,                0.79751,                0.64873,                 0.6814,                0.39761,                  1.663,                 1.0282,                 1.2676,               0.003367,               0.003367,               0.003367
                    204,                 1.0629,                0.59931,                0.96461,                 0.7963,                0.64904,                0.68166,                 0.3977,                 1.6628,                 1.0285,                 1.2675,               0.003334,               0.003334,               0.003334
                    205,                 1.0629,                0.60045,                0.95972,                0.79782,                0.64953,                0.68179,                0.39793,                 1.6627,                 1.0284,                 1.2676,               0.003301,               0.003301,               0.003301
                    206,                 1.0523,                0.58428,                0.95529,                0.79857,                 0.6496,                0.68177,                0.39796,                 1.6626,                 1.0285,                 1.2678,               0.003268,               0.003268,               0.003268
                    207,                 1.0582,                0.58974,                0.95851,                0.79859,                0.64857,                0.68161,                0.39806,                 1.6627,                 1.0285,                  1.268,               0.003235,               0.003235,               0.003235
                    208,                  1.051,                 0.5904,                0.96032,                0.79963,                0.64764,                0.68185,                0.39831,                 1.6626,                 1.0289,                 1.2681,               0.003202,               0.003202,               0.003202
                    209,                 1.0537,                0.58636,                 0.9572,                0.79823,                0.64801,                0.68213,                0.39836,                 1.6627,                 1.0293,                 1.2684,               0.003169,               0.003169,               0.003169
                    210,                 1.0479,                0.58312,                0.95387,                0.79731,                0.64884,                0.68209,                0.39848,                 1.6627,                 1.0298,                 1.2687,               0.003136,               0.003136,               0.003136
                    211,                 1.0457,                0.58627,                 0.9627,                0.79704,                0.64865,                0.68208,                0.39874,                 1.6626,                   1.03,                 1.2689,               0.003103,               0.003103,               0.003103
                    212,                 1.0514,                0.58899,                0.95733,                0.79868,                0.64771,                0.68163,                0.39851,                 1.6626,                 1.0302,                  1.269,                0.00307,                0.00307,                0.00307
                    213,                 1.0461,                0.58404,                0.95531,                0.80038,                0.64756,                0.68274,                0.39873,                 1.6627,                 1.0307,                 1.2692,               0.003037,               0.003037,               0.003037
                    214,                 1.0419,                0.58275,                0.95919,                0.79988,                0.64777,                0.68257,                0.39872,                  1.663,                 1.0315,                 1.2695,               0.003004,               0.003004,               0.003004
                    215,                 1.0365,                0.57583,                 0.9549,                 0.8013,                0.64705,                0.68238,                0.39874,                  1.663,                 1.0319,                 1.2698,               0.002971,               0.002971,               0.002971
                    216,                 1.0353,                0.57582,                0.95714,                0.80113,                0.64677,                 0.6823,                0.39861,                 1.6629,                 1.0325,                 1.2698,               0.002938,               0.002938,               0.002938
                    217,                 1.0302,                0.57788,                0.95797,                0.80158,                0.64658,                0.68224,                0.39875,                 1.6629,                 1.0329,                   1.27,               0.002905,               0.002905,               0.002905
                    218,                 1.0292,                0.57549,                0.95352,                0.80167,                0.64628,                0.68236,                0.39878,                 1.6627,                 1.0333,                   1.27,               0.002872,               0.002872,               0.002872
                    219,                 1.0275,                0.57019,                0.95294,                0.80141,                0.64609,                0.68246,                0.39878,                 1.6628,                 1.0336,                 1.2704,               0.002839,               0.002839,               0.002839
                    220,                 1.0299,                0.57438,                0.95028,                0.80262,                0.64579,                0.68266,                0.39906,                 1.6625,                 1.0343,                 1.2701,               0.002806,               0.002806,               0.002806
                    221,                 1.0333,                 0.5715,                0.95436,                0.80289,                0.64612,                 0.6827,                0.39905,                 1.6624,                 1.0348,                 1.2702,               0.002773,               0.002773,               0.002773
                    222,                 1.0251,                0.56889,                0.94906,                0.80213,                0.64614,                0.68275,                0.39913,                 1.6623,                 1.0351,                 1.2702,                0.00274,                0.00274,                0.00274
                    223,                 1.0168,                0.56191,                0.94596,                0.80199,                0.64625,                0.68295,                 0.3992,                 1.6621,                 1.0354,                 1.2701,               0.002707,               0.002707,               0.002707
                    224,                 1.0294,                0.57395,                0.94988,                0.80209,                0.64579,                0.68295,                0.39939,                 1.6619,                 1.0359,                 1.2701,               0.002674,               0.002674,               0.002674
                    225,                 1.0171,                0.56971,                0.95136,                0.80318,                 0.6457,                  0.683,                0.39945,                 1.6619,                 1.0361,                 1.2701,               0.002641,               0.002641,               0.002641
                    226,                 1.0087,                0.56139,                0.94593,                0.80307,                 0.6456,                0.68313,                 0.3994,                 1.6617,                 1.0364,                   1.27,               0.002608,               0.002608,               0.002608
                    227,                0.99906,                0.55953,                 0.9464,                0.80311,                0.64569,                0.68325,                0.39953,                 1.6616,                 1.0368,                   1.27,               0.002575,               0.002575,               0.002575
                    228,                 1.0141,                0.56152,                0.94686,                0.80241,                0.64569,                0.68315,                0.39944,                 1.6615,                 1.0375,                 1.2701,               0.002542,               0.002542,               0.002542
                    229,                 1.0091,                 0.5571,                 0.9487,                0.80195,                0.64541,                0.68334,                0.39953,                 1.6613,                 1.0377,                 1.2701,               0.002509,               0.002509,               0.002509
                    230,                 1.0048,                0.55881,                0.94382,                0.79797,                0.64562,                0.68346,                 0.3998,                 1.6612,                 1.0381,                 1.2703,               0.002476,               0.002476,               0.002476
                    231,                 1.0067,                0.56159,                 0.9463,                 0.7986,                0.64522,                0.68286,                0.39987,                 1.6611,                 1.0384,                 1.2704,               0.002443,               0.002443,               0.002443
                    232,                 1.0049,                0.55325,                0.94377,                 0.7981,                0.64531,                 0.6829,                0.40005,                 1.6609,                 1.0388,                 1.2703,                0.00241,                0.00241,                0.00241
                    233,                0.99555,                0.54934,                0.94255,                0.79741,                0.64529,                0.68297,                0.40065,                 1.6609,                 1.0391,                 1.2704,               0.002377,               0.002377,               0.002377
                    234,                 1.0027,                0.55468,                0.94401,                0.79821,                0.64564,                0.68334,                0.40082,                 1.6609,                 1.0394,                 1.2705,               0.002344,               0.002344,               0.002344
                    235,                0.99228,                0.54612,                0.94106,                0.80352,                0.64483,                0.68339,                0.40096,                 1.6607,                 1.0399,                 1.2706,               0.002311,               0.002311,               0.002311
                    236,                0.98428,                0.54394,                0.94122,                0.80416,                0.64429,                0.68336,                0.40064,                 1.6607,                 1.0402,                 1.2707,               0.002278,               0.002278,               0.002278
                    237,                0.98604,                0.55041,                0.94336,                0.79662,                 0.6469,                0.68333,                0.40102,                 1.6608,                 1.0404,                 1.2708,               0.002245,               0.002245,               0.002245
                    238,                0.98629,                0.54367,                 0.9377,                0.79634,                0.64726,                0.68344,                0.40083,                 1.6609,                 1.0406,                 1.2711,               0.002212,               0.002212,               0.002212
                    239,                0.98417,                0.54519,                 0.9387,                 0.8059,                0.64416,                0.68357,                 0.4013,                 1.6609,                 1.0411,                 1.2712,               0.002179,               0.002179,               0.002179
                    240,                  0.976,                0.54148,                0.93714,                0.80293,                 0.6441,                0.68364,                0.40135,                 1.6609,                 1.0414,                 1.2713,               0.002146,               0.002146,               0.002146
                    241,                0.97199,                0.53557,                0.93292,                0.79619,                0.64748,                 0.6837,                0.40115,                  1.661,                 1.0418,                 1.2716,               0.002113,               0.002113,               0.002113
                    242,                  0.977,                0.54483,                0.93721,                 0.7971,                0.64655,                0.68372,                0.40113,                 1.6613,                 1.0422,                 1.2722,                0.00208,                0.00208,                0.00208
                    243,                0.97465,                0.53328,                 0.9327,                0.79711,                0.64658,                0.68371,                0.40104,                 1.6612,                 1.0425,                 1.2722,               0.002047,               0.002047,               0.002047
                    244,                0.97399,                0.53757,                0.93395,                0.79694,                0.64648,                0.68382,                0.40118,                  1.661,                 1.0427,                 1.2719,               0.002014,               0.002014,               0.002014
                    245,                0.96949,                0.53268,                0.93142,                0.79795,                0.64638,                0.68389,                0.40135,                 1.6607,                 1.0429,                 1.2715,               0.001981,               0.001981,               0.001981
                    246,                 0.9649,                0.53083,                0.93309,                0.80662,                0.64369,                0.68373,                0.40158,                 1.6606,                 1.0432,                 1.2714,               0.001948,               0.001948,               0.001948
                    247,                0.96682,                 0.5353,                0.93087,                0.80618,                0.64445,                0.68372,                0.40168,                 1.6607,                 1.0436,                 1.2715,               0.001915,               0.001915,               0.001915
                    248,                0.96605,                0.53534,                0.93238,                0.79615,                 0.6479,                0.68368,                0.40181,                 1.6605,                  1.044,                 1.2714,               0.001882,               0.001882,               0.001882
                    249,                0.95972,                0.52865,                0.93037,                0.79565,                0.64754,                0.68366,                0.40205,                 1.6605,                 1.0444,                 1.2714,               0.001849,               0.001849,               0.001849
                    250,                0.96054,                0.52357,                0.93358,                 0.7962,                0.64736,                0.68362,                0.40215,                 1.6605,                  1.045,                 1.2716,               0.001816,               0.001816,               0.001816
                    251,                0.94887,                0.52241,                 0.9289,                0.79711,                 0.6465,                0.68365,                0.40214,                 1.6606,                 1.0455,                 1.2718,               0.001783,               0.001783,               0.001783
                    252,                  0.948,                 0.5234,                0.92868,                0.79664,                0.64617,                0.68349,                0.40214,                 1.6605,                 1.0461,                 1.2717,                0.00175,                0.00175,                0.00175
                    253,                0.95649,                 0.5271,                0.93023,                0.79677,                0.64617,                0.68343,                0.40213,                 1.6605,                 1.0463,                  1.272,               0.001717,               0.001717,               0.001717
                    254,                0.94722,                0.52645,                0.93102,                0.80434,                0.64315,                0.68341,                0.40204,                 1.6605,                 1.0468,                 1.2721,               0.001684,               0.001684,               0.001684
                    255,                0.94804,                  0.519,                0.92856,                0.80299,                0.64279,                0.68331,                0.40197,                 1.6606,                 1.0472,                 1.2723,               0.001651,               0.001651,               0.001651
                    256,                0.94027,                0.51835,                0.92659,                0.80397,                0.64258,                0.68333,                0.40197,                 1.6605,                 1.0478,                 1.2723,               0.001618,               0.001618,               0.001618
                    257,                0.93234,                0.51397,                0.92431,                 0.8034,                0.64317,                0.68346,                0.40214,                 1.6604,                 1.0484,                 1.2724,               0.001585,               0.001585,               0.001585
                    258,                0.93872,                0.51256,                0.92422,                0.80195,                0.64496,                0.68381,                0.40221,                 1.6604,                 1.0491,                 1.2725,               0.001552,               0.001552,               0.001552
                    259,                0.93289,                0.51272,                0.92293,                0.80054,                0.64618,                0.68383,                0.40222,                 1.6604,                 1.0497,                 1.2726,               0.001519,               0.001519,               0.001519
                    260,                0.92438,                0.50382,                0.92047,                0.80785,                0.64157,                0.68342,                0.40233,                 1.6604,                 1.0502,                 1.2728,               0.001486,               0.001486,               0.001486
                    261,                0.92648,                0.51008,                0.92286,                0.80766,                0.64176,                0.68352,                0.40247,                 1.6604,                 1.0506,                 1.2729,               0.001453,               0.001453,               0.001453
                    262,                0.91776,                 0.5063,                0.91746,                0.80805,                0.64213,                0.68357,                0.40255,                 1.6603,                 1.0513,                 1.2731,                0.00142,                0.00142,                0.00142
                    263,                0.92775,                0.50856,                0.91976,                0.80803,                0.64173,                 0.6836,                0.40273,                 1.6603,                  1.052,                 1.2732,               0.001387,               0.001387,               0.001387
                    264,                0.91858,                0.50588,                0.92284,                0.80711,                0.64146,                0.68325,                0.40266,                 1.6602,                 1.0527,                 1.2733,               0.001354,               0.001354,               0.001354
                    265,                0.92055,                0.50179,                 0.9202,                0.80697,                0.64131,                 0.6831,                 0.4028,                 1.6602,                 1.0534,                 1.2734,               0.001321,               0.001321,               0.001321
                    266,                0.91254,                0.50537,                0.91889,                0.80675,                0.64079,                0.68325,                0.40291,                 1.6601,                 1.0539,                 1.2736,               0.001288,               0.001288,               0.001288
                    267,                0.91841,                0.50588,                0.91951,                0.80597,                0.64132,                0.68333,                0.40298,                 1.6601,                 1.0545,                 1.2737,               0.001255,               0.001255,               0.001255
                    268,                0.91347,                0.50163,                0.91816,                0.79913,                0.64525,                 0.6834,                0.40304,                 1.6599,                 1.0552,                 1.2738,               0.001222,               0.001222,               0.001222
                    269,                0.91514,                0.50119,                0.91807,                0.80042,                0.64497,                0.68343,                0.40299,                 1.6597,                 1.0562,                 1.2738,               0.001189,               0.001189,               0.001189
                    270,                0.91261,                0.49799,                0.91726,                0.80002,                0.64545,                0.68345,                0.40301,                 1.6596,                 1.0567,                 1.2738,               0.001156,               0.001156,               0.001156
                    271,                0.91099,                0.49789,                0.91553,                0.79916,                0.64494,                0.68344,                0.40294,                 1.6595,                 1.0572,                 1.2738,               0.001123,               0.001123,               0.001123
                    272,                0.91093,                0.50044,                0.91837,                0.79971,                0.64499,                0.68351,                0.40303,                 1.6594,                 1.0577,                 1.2738,                0.00109,                0.00109,                0.00109
                    273,                 0.8989,                 0.4987,                0.91565,                0.79971,                0.64481,                0.68346,                0.40315,                 1.6594,                 1.0586,                 1.2739,               0.001057,               0.001057,               0.001057
                    274,                0.89718,                0.49288,                0.91313,                0.80032,                0.64453,                0.68353,                0.40328,                 1.6595,                 1.0593,                 1.2741,               0.001024,               0.001024,               0.001024
                    275,                0.89944,                0.48912,                0.91368,                 0.7997,                0.64438,                0.68306,                0.40343,                 1.6594,                 1.0601,                 1.2744,               0.000991,               0.000991,               0.000991
                    276,                0.89367,                0.48993,                 0.9127,                0.79935,                  0.644,                 0.6828,                0.40364,                 1.6595,                 1.0608,                 1.2746,               0.000958,               0.000958,               0.000958
                    277,                0.89731,                0.49377,                0.91424,                0.79961,                 0.6439,                0.68284,                0.40378,                 1.6595,                 1.0615,                 1.2749,               0.000925,               0.000925,               0.000925
                    278,                0.89302,                0.48906,                0.91274,                0.79545,                0.64666,                 0.6827,                0.40402,                 1.6594,                 1.0625,                  1.275,               0.000892,               0.000892,               0.000892
                    279,                0.88994,                0.48841,                0.91273,                0.79557,                0.64687,                0.68262,                 0.4042,                 1.6592,                 1.0633,                 1.2749,               0.000859,               0.000859,               0.000859
                    280,                0.88255,                0.48386,                0.90916,                0.79503,                0.64674,                0.68276,                 0.4043,                 1.6594,                 1.0642,                 1.2753,               0.000826,               0.000826,               0.000826
                    281,                0.88018,                 0.4867,                0.91231,                0.79491,                0.64622,                 0.6827,                0.40428,                  1.659,                 1.0649,                 1.2753,               0.000793,               0.000793,               0.000793
                    282,                0.87426,                 0.4828,                0.90882,                0.79539,                0.64611,                0.68269,                0.40432,                 1.6588,                 1.0658,                 1.2753,                0.00076,                0.00076,                0.00076
                    283,                0.88633,                 0.4895,                0.91487,                0.79615,                0.64594,                0.68298,                0.40452,                 1.6587,                 1.0667,                 1.2755,               0.000727,               0.000727,               0.000727
                    284,                0.89065,                0.48715,                0.91021,                0.79648,                0.64585,                0.68282,                0.40446,                 1.6588,                 1.0677,                 1.2759,               0.000694,               0.000694,               0.000694
                    285,                0.87561,                0.47982,                0.90701,                0.79574,                0.64577,                0.68285,                0.40452,                 1.6587,                 1.0688,                  1.276,               0.000661,               0.000661,               0.000661
                    286,                0.87678,                0.47717,                0.90716,                0.79564,                0.64575,                0.68288,                 0.4047,                 1.6587,                 1.0697,                 1.2762,               0.000628,               0.000628,               0.000628
                    287,                0.87381,                0.47436,                0.90758,                 0.7972,                0.64651,                0.68397,                0.40486,                 1.6586,                 1.0706,                 1.2763,               0.000595,               0.000595,               0.000595
                    288,                0.87157,                0.47574,                0.90702,                0.79823,                0.64609,                0.68419,                0.40488,                 1.6586,                 1.0714,                 1.2765,               0.000562,               0.000562,               0.000562
                    289,                0.87047,                0.48011,                0.90508,                 0.7992,                0.64562,                0.68417,                0.40508,                 1.6584,                 1.0723,                 1.2766,               0.000529,               0.000529,               0.000529
                    290,                0.87111,                0.47795,                0.90587,                0.79968,                0.64514,                0.68406,                0.40513,                 1.6584,                 1.0732,                 1.2767,               0.000496,               0.000496,               0.000496
                    291,                0.83958,                0.42538,                0.87897,                 0.8037,                0.64317,                0.68347,                0.40526,                 1.6583,                 1.0737,                 1.2767,               0.000463,               0.000463,               0.000463
                    292,                0.80889,                0.40864,                0.87323,                0.80344,                 0.6429,                0.68343,                0.40518,                 1.6581,                 1.0744,                 1.2768,                0.00043,                0.00043,                0.00043
                    293,                0.80314,                0.40296,                0.87108,                0.80383,                0.64235,                 0.6833,                0.40517,                 1.6579,                 1.0751,                 1.2769,               0.000397,               0.000397,               0.000397
                    294,                 0.7971,                0.40119,                0.86854,                0.80345,                0.64226,                0.68336,                 0.4052,                 1.6577,                  1.076,                  1.277,               0.000364,               0.000364,               0.000364
                    295,                0.79746,                0.40024,                0.86794,                0.80374,                 0.6419,                0.68324,                0.40512,                 1.6577,                  1.077,                 1.2771,               0.000331,               0.000331,               0.000331
                    296,                0.79496,                0.40001,                0.86638,                0.80251,                0.64324,                0.68279,                 0.4049,                 1.6576,                 1.0778,                 1.2772,               0.000298,               0.000298,               0.000298
                    297,                0.78929,                 0.3969,                0.86498,                0.80268,                0.64268,                 0.6827,                0.40489,                 1.6574,                 1.0786,                 1.2773,               0.000265,               0.000265,               0.000265
                    298,                0.78481,                0.39567,                0.86607,                0.80096,                0.64164,                0.68224,                0.40496,                 1.6574,                 1.0794,                 1.2774,               0.000232,               0.000232,               0.000232
                    299,                0.78682,                 0.3934,                0.86579,                0.80285,                0.64031,                0.68225,                0.40501,                 1.6572,                 1.0802,                 1.2775,               0.000199,               0.000199,               0.000199
                    300,                0.78204,                0.39371,                0.86228,                0.80315,                0.64016,                0.68219,                 0.4051,                 1.6568,                 1.0809,                 1.2774,               0.000166,               0.000166,               0.000166
