                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     26,                 1.5456,                 1.0757,                 1.1886,                0.71962,                0.58366,                 0.6099,                0.31431,                 1.7915,                 1.2492,                 1.3448,               0.009175,               0.009175,               0.009175
                     27,                 1.5294,                 1.0562,                 1.1842,                0.72566,                0.59222,                0.62718,                0.32482,                 1.7643,                 1.1946,                 1.3153,               0.009142,               0.009142,               0.009142
                     28,                 1.5253,                 1.0473,                 1.1778,                0.70405,                0.55992,                0.59329,                0.31214,                 1.7603,                 1.2864,                 1.3303,               0.009109,               0.009109,               0.009109
                     29,                 1.5232,                 1.0499,                 1.1797,                0.71663,                0.59728,                0.63148,                0.32901,                 1.7564,                  1.187,                 1.3196,               0.009076,               0.009076,               0.009076
                     30,                 1.5128,                  1.007,                 1.1749,                0.73872,                 0.6028,                0.64009,                0.33665,                 1.7541,                 1.1868,                  1.313,               0.009043,               0.009043,               0.009043
                     31,                 1.5039,                 1.0225,                 1.1649,                0.70646,                0.58803,                0.61863,                0.31981,                 1.7498,                 1.2174,                 1.3202,                0.00901,                0.00901,                0.00901
                     32,                 1.4964,                 1.0102,                 1.1633,                0.70867,                0.61009,                0.62983,                0.32656,                 1.7561,                 1.1975,                 1.3083,               0.008977,               0.008977,               0.008977
                     33,                 1.4985,                 1.0044,                 1.1627,                 0.7071,                0.59129,                0.62739,                0.32534,                 1.7545,                 1.2059,                 1.3191,               0.008944,               0.008944,               0.008944
                     34,                 1.4838,                 1.0004,                 1.1547,                0.75007,                0.60774,                0.65249,                0.33955,                 1.7404,                 1.1448,                 1.3103,               0.008911,               0.008911,               0.008911
                     35,                  1.478,                0.97797,                 1.1516,                0.77444,                0.60127,                0.65295,                0.34287,                 1.7656,                 1.1749,                  1.326,               0.008878,               0.008878,               0.008878
                     36,                 1.4739,                0.97251,                 1.1545,                0.72611,                0.61994,                0.64811,                0.34383,                 1.7445,                 1.1436,                 1.3056,               0.008845,               0.008845,               0.008845
                     37,                 1.4691,                0.96264,                 1.1485,                0.73171,                0.62239,                0.65364,                0.34442,                 1.7377,                 1.1317,                 1.3187,               0.008812,               0.008812,               0.008812
                     38,                 1.4667,                0.96681,                 1.1454,                0.75569,                0.61619,                0.64755,                0.33876,                 1.7605,                 1.1612,                 1.3274,               0.008779,               0.008779,               0.008779
                     39,                 1.4648,                0.96222,                 1.1528,                0.73393,                 0.6109,                 0.6503,                0.34428,                  1.737,                  1.145,                 1.3121,               0.008746,               0.008746,               0.008746
                     40,                 1.4533,                0.95383,                 1.1401,                0.76049,                0.62333,                0.65626,                0.35171,                 1.7165,                  1.114,                 1.3044,               0.008713,               0.008713,               0.008713
                     41,                 1.4409,                 0.9354,                 1.1326,                 0.7344,                0.60125,                0.64057,                0.33803,                  1.743,                 1.1685,                 1.3118,                0.00868,                0.00868,                0.00868
                     42,                 1.4368,                0.92969,                 1.1348,                0.72746,                0.62156,                0.64579,                0.34467,                 1.7507,                 1.1361,                 1.3184,               0.008647,               0.008647,               0.008647
                     43,                 1.4358,                0.92078,                 1.1331,                0.73971,                0.62631,                0.65398,                0.35284,                 1.7095,                  1.113,                 1.2806,               0.008614,               0.008614,               0.008614
                     44,                 1.4376,                0.92602,                 1.1304,                0.71621,                0.62043,                0.64268,                0.34746,                 1.7178,                 1.1031,                 1.3038,               0.008581,               0.008581,               0.008581
                     45,                 1.4165,                0.91265,                 1.1295,                0.74143,                0.62279,                0.65436,                0.34607,                 1.7328,                 1.1088,                 1.3022,               0.008548,               0.008548,               0.008548
                     46,                 1.4225,                0.90747,                 1.1317,                0.74188,                0.63219,                0.66534,                0.35606,                 1.7257,                 1.0982,                  1.307,               0.008515,               0.008515,               0.008515
                     47,                 1.4105,                0.90751,                 1.1236,                  0.736,                0.62623,                0.65389,                0.34524,                 1.7284,                  1.114,                 1.3015,               0.008482,               0.008482,               0.008482
                     48,                 1.4134,                0.89766,                 1.1177,                0.75532,                0.62534,                0.65478,                0.35512,                 1.7162,                 1.1136,                 1.2947,               0.008449,               0.008449,               0.008449
                     49,                 1.4166,                  0.894,                 1.1197,                 0.7495,                0.63821,                0.66728,                0.35482,                 1.7224,                 1.0844,                 1.2965,               0.008416,               0.008416,               0.008416
                     50,                 1.3982,                0.87869,                 1.1108,                0.76577,                0.62304,                0.66219,                0.35215,                 1.7236,                 1.1086,                 1.3005,               0.008383,               0.008383,               0.008383
                     51,                  1.383,                0.88611,                 1.1103,                0.74229,                0.63516,                0.66694,                0.36062,                 1.7174,                 1.0814,                 1.3033,                0.00835,                0.00835,                0.00835
                     52,                   1.39,                0.87535,                 1.1104,                0.77772,                0.62697,                0.67413,                0.36538,                 1.7043,                 1.0943,                 1.2958,               0.008317,               0.008317,               0.008317
                     53,                 1.3847,                 0.8743,                 1.1069,                0.74803,                0.64084,                0.67673,                0.35997,                 1.7164,                 1.0681,                 1.2988,               0.008284,               0.008284,               0.008284
                     54,                 1.3698,                0.85617,                  1.104,                0.77925,                0.63354,                0.67598,                0.36423,                 1.7082,                 1.0593,                 1.2956,               0.008251,               0.008251,               0.008251
                     55,                 1.3676,                0.84947,                 1.0984,                 0.7691,                0.63284,                0.67517,                0.36987,                 1.7047,                 1.0511,                 1.2975,               0.008218,               0.008218,               0.008218
                     56,                 1.3673,                0.86618,                 1.1003,                0.75189,                0.64018,                0.66811,                0.36284,                 1.6953,                   1.07,                 1.2962,               0.008185,               0.008185,               0.008185
                     57,                 1.3614,                0.84893,                 1.0985,                0.78944,                0.62568,                 0.6745,                0.36102,                 1.7082,                 1.0758,                  1.292,               0.008152,               0.008152,               0.008152
                     58,                 1.3569,                0.83952,                 1.0946,                 0.7806,                0.62934,                0.67438,                0.36604,                 1.7062,                 1.0592,                 1.2889,               0.008119,               0.008119,               0.008119
                     59,                 1.3433,                0.82466,                  1.089,                 0.7432,                0.64559,                0.67314,                0.36621,                 1.7126,                 1.0651,                 1.2908,               0.008086,               0.008086,               0.008086
                     60,                 1.3517,                0.83561,                 1.0896,                 0.7574,                0.65095,                0.67367,                0.36963,                  1.698,                 1.0576,                 1.2924,               0.008053,               0.008053,               0.008053
                     61,                  1.355,                 0.8362,                 1.0894,                0.75673,                0.64249,                0.66997,                0.37053,                 1.7027,                  1.052,                 1.2974,                0.00802,                0.00802,                0.00802
                     62,                 1.3389,                0.82845,                 1.0917,                0.74842,                 0.6448,                0.67442,                0.37326,                 1.7005,                 1.0648,                 1.2915,               0.007987,               0.007987,               0.007987
                     63,                 1.3432,                0.82233,                 1.0879,                0.76082,                0.63114,                0.66978,                0.36679,                 1.7048,                 1.0604,                 1.2987,               0.007954,               0.007954,               0.007954
                     64,                 1.3399,                0.82057,                 1.0883,                0.76824,                0.64375,                0.67972,                0.37781,                 1.6883,                 1.0557,                 1.2865,               0.007921,               0.007921,               0.007921
                     65,                 1.3287,                0.80568,                 1.0789,                0.76338,                0.63227,                0.67336,                0.37073,                 1.6971,                 1.0481,                 1.2913,               0.007888,               0.007888,               0.007888
                     66,                 1.3265,                0.82104,                 1.0855,                0.77036,                0.63605,                0.67283,                0.37142,                    1.7,                 1.0457,                  1.298,               0.007855,               0.007855,               0.007855
                     67,                 1.3231,                0.79785,                  1.079,                0.75527,                0.64045,                0.67472,                0.37489,                 1.6786,                 1.0424,                 1.2875,               0.007822,               0.007822,               0.007822
                     68,                 1.3274,                0.80504,                 1.0811,                0.76714,                  0.645,                0.67651,                0.37926,                  1.678,                 1.0484,                 1.2803,               0.007789,               0.007789,               0.007789
                     69,                 1.3177,                0.79891,                 1.0747,                0.76982,                0.64393,                 0.6768,                0.37351,                 1.6961,                 1.0496,                 1.2863,               0.007756,               0.007756,               0.007756
                     70,                 1.3074,                0.79874,                 1.0719,                0.76917,                0.64261,                0.67718,                0.37791,                 1.6667,                 1.0422,                 1.2717,               0.007723,               0.007723,               0.007723
                     71,                 1.3046,                0.78719,                 1.0713,                0.78127,                0.63674,                  0.674,                0.37602,                 1.6862,                 1.0531,                 1.2891,                0.00769,                0.00769,                0.00769
                     72,                 1.3135,                0.79136,                 1.0725,                0.77364,                0.64824,                0.68307,                0.37917,                 1.6825,                 1.0377,                 1.2784,               0.007657,               0.007657,               0.007657
                     73,                 1.3097,                0.78488,                 1.0699,                0.76569,                0.65243,                0.67897,                0.37685,                 1.6877,                 1.0471,                 1.2883,               0.007624,               0.007624,               0.007624
                     74,                 1.2995,                0.78441,                 1.0689,                0.76804,                   0.65,                0.68293,                 0.3843,                 1.6788,                 1.0254,                 1.2843,               0.007591,               0.007591,               0.007591
                     75,                 1.3007,                0.77948,                 1.0684,                 0.7682,                0.64879,                0.67671,                0.37671,                 1.6774,                 1.0425,                  1.277,               0.007558,               0.007558,               0.007558
                     76,                 1.2936,                0.77064,                 1.0654,                0.78798,                 0.6355,                0.67928,                0.37987,                 1.6964,                 1.0587,                  1.294,               0.007525,               0.007525,               0.007525
                     77,                 1.2906,                0.76986,                 1.0574,                0.79265,                0.64452,                0.68472,                0.38238,                 1.6962,                 1.0484,                 1.2958,               0.007492,               0.007492,               0.007492
                     78,                  1.289,                0.76834,                 1.0599,                0.76854,                0.64514,                0.68171,                0.38025,                 1.6889,                 1.0415,                 1.2853,               0.007459,               0.007459,               0.007459
                     79,                 1.2842,                0.76259,                 1.0583,                0.78029,                0.64637,                0.67767,                0.37814,                 1.6933,                  1.059,                 1.2929,               0.007426,               0.007426,               0.007426
                     80,                 1.2745,                0.75398,                 1.0586,                0.77689,                0.64106,                0.67592,                0.37881,                  1.692,                 1.0738,                 1.3002,               0.007393,               0.007393,               0.007393
                     81,                 1.2696,                0.75275,                 1.0533,                0.78123,                0.65192,                0.68823,                0.38586,                 1.6832,                 1.0468,                 1.2916,                0.00736,                0.00736,                0.00736
                     82,                 1.2779,                 0.7697,                 1.0551,                0.76836,                0.65101,                0.68473,                0.38152,                 1.6853,                 1.0521,                 1.2921,               0.007327,               0.007327,               0.007327
                     83,                 1.2698,                0.75008,                 1.0519,                 0.7696,                0.65619,                0.68027,                 0.3802,                 1.6775,                 1.0359,                 1.2862,               0.007294,               0.007294,               0.007294
                     84,                 1.2586,                0.74402,                 1.0544,                0.77701,                0.65414,                0.68227,                0.38296,                 1.6737,                 1.0318,                 1.2898,               0.007261,               0.007261,               0.007261
                     85,                 1.2501,                 0.7434,                 1.0486,                0.77346,                0.64564,                0.67965,                 0.3838,                  1.667,                   1.03,                 1.2877,               0.007228,               0.007228,               0.007228
                     86,                 1.2624,                0.74356,                 1.0517,                0.80033,                0.64372,                0.68286,                0.38606,                 1.6591,                  1.029,                 1.2882,               0.007195,               0.007195,               0.007195
                     87,                 1.2532,                0.74784,                 1.0481,                0.80046,                0.64209,                  0.685,                0.38685,                 1.6537,                 1.0287,                 1.2795,               0.007162,               0.007162,               0.007162
                     88,                  1.261,                0.74094,                 1.0508,                0.77184,                0.65421,                0.68458,                0.38732,                 1.6627,                 1.0311,                  1.281,               0.007129,               0.007129,               0.007129
                     89,                 1.2485,                0.73771,                 1.0435,                0.77272,                 0.6582,                 0.6841,                0.38647,                 1.6672,                 1.0318,                 1.2804,               0.007096,               0.007096,               0.007096
                     90,                 1.2423,                0.72931,                 1.0444,                0.78197,                0.65913,                0.68781,                0.38936,                 1.6607,                  1.026,                 1.2767,               0.007063,               0.007063,               0.007063
                     91,                 1.2446,                0.73394,                 1.0466,                0.78106,                0.66017,                 0.6891,                 0.3885,                 1.6609,                 1.0201,                 1.2777,                0.00703,                0.00703,                0.00703
                     92,                 1.2399,                0.72526,                 1.0436,                0.78732,                0.66045,                0.68802,                0.39146,                 1.6582,                  1.011,                 1.2772,               0.006997,               0.006997,               0.006997
                     93,                 1.2445,                0.72493,                 1.0395,                0.78554,                0.66456,                0.68657,                0.39128,                 1.6605,                 1.0208,                 1.2783,               0.006964,               0.006964,               0.006964
                     94,                 1.2358,                0.71523,                  1.034,                0.76905,                 0.6658,                0.68372,                0.39022,                 1.6637,                 1.0179,                 1.2802,               0.006931,               0.006931,               0.006931
                     95,                 1.2367,                 0.7171,                 1.0377,                0.76759,                0.66175,                0.68337,                0.38935,                 1.6629,                 1.0138,                 1.2832,               0.006898,               0.006898,               0.006898
                     96,                 1.2339,                0.72094,                 1.0408,                0.77743,                0.66511,                0.68595,                0.38991,                 1.6678,                 1.0176,                 1.2863,               0.006865,               0.006865,               0.006865
                     97,                 1.2378,                 0.7198,                 1.0409,                0.77479,                 0.6656,                0.68613,                0.39038,                   1.67,                 1.0121,                 1.2894,               0.006832,               0.006832,               0.006832
                     98,                  1.215,                0.70715,                 1.0312,                0.78224,                0.66319,                0.68577,                 0.3928,                 1.6621,                 1.0069,                 1.2845,               0.006799,               0.006799,               0.006799
                     99,                 1.2221,                0.70515,                 1.0348,                0.78554,                0.66559,                0.68757,                0.39371,                 1.6561,                 1.0124,                 1.2843,               0.006766,               0.006766,               0.006766
                    100,                 1.2098,                0.70508,                   1.03,                0.78951,                0.65895,                0.68528,                0.39304,                 1.6561,                 1.0229,                 1.2869,               0.006733,               0.006733,               0.006733
                    101,                 1.2032,                0.69712,                  1.025,                0.78485,                0.65678,                0.68437,                0.39257,                 1.6554,                 1.0239,                 1.2867,                 0.0067,                 0.0067,                 0.0067
                    102,                 1.2026,                0.69848,                 1.0225,                0.77525,                0.65897,                0.68216,                0.39328,                 1.6537,                  1.023,                 1.2863,               0.006667,               0.006667,               0.006667
                    103,                 1.2165,                0.70678,                 1.0297,                  0.783,                0.65289,                0.68493,                0.39417,                 1.6548,                 1.0212,                 1.2854,               0.006634,               0.006634,               0.006634
                    104,                 1.2168,                0.70801,                 1.0301,                0.77345,                0.66348,                0.68839,                0.39625,                  1.655,                 1.0193,                 1.2832,               0.006601,               0.006601,               0.006601
                    105,                 1.2012,                0.69913,                 1.0221,                0.78054,                0.65857,                0.68728,                 0.3929,                 1.6612,                 1.0228,                 1.2853,               0.006568,               0.006568,               0.006568
                    106,                 1.1979,                 0.6941,                 1.0272,                0.76583,                0.66187,                0.68555,                0.39355,                 1.6628,                   1.02,                 1.2874,               0.006535,               0.006535,               0.006535
                    107,                 1.1835,                0.67961,                 1.0172,                0.77526,                0.65762,                0.68342,                0.39224,                 1.6614,                 1.0218,                 1.2879,               0.006502,               0.006502,               0.006502
                    108,                   1.19,                0.68865,                 1.0203,                0.77604,                0.65678,                0.68361,                0.39392,                 1.6589,                 1.0165,                 1.2872,               0.006469,               0.006469,               0.006469
                    109,                 1.1947,                0.68481,                  1.024,                0.77528,                0.65995,                0.68436,                0.39466,                 1.6607,                 1.0208,                 1.2874,               0.006436,               0.006436,               0.006436
                    110,                  1.196,                0.68347,                 1.0206,                0.77414,                0.66061,                0.68384,                0.39382,                  1.663,                 1.0242,                 1.2893,               0.006403,               0.006403,               0.006403
                    111,                 1.1815,                  0.685,                 1.0205,                0.77566,                0.65899,                0.68456,                0.39516,                 1.6604,                 1.0286,                 1.2879,                0.00637,                0.00637,                0.00637
                    112,                 1.1786,                0.67742,                 1.0168,                0.77691,                0.66192,                0.68479,                0.39521,                 1.6568,                 1.0277,                 1.2867,               0.006337,               0.006337,               0.006337
                    113,                  1.191,                0.68329,                 1.0174,                0.78889,                0.65583,                0.68722,                0.39613,                 1.6554,                 1.0252,                 1.2854,               0.006304,               0.006304,               0.006304
                    114,                 1.1653,                0.67206,                 1.0154,                0.77236,                0.66271,                0.68657,                0.39608,                 1.6561,                  1.023,                 1.2863,               0.006271,               0.006271,               0.006271
                    115,                 1.1745,                 0.6703,                  1.013,                0.77171,                0.66407,                 0.6851,                0.39463,                 1.6593,                 1.0203,                 1.2876,               0.006238,               0.006238,               0.006238
                    116,                 1.1681,                0.66982,                 1.0136,                0.79552,                0.65266,                0.68737,                0.39597,                 1.6606,                 1.0222,                 1.2892,               0.006205,               0.006205,               0.006205
                    117,                 1.1733,                0.67664,                 1.0131,                0.78047,                0.66119,                 0.6859,                0.39569,                 1.6604,                 1.0209,                 1.2891,               0.006172,               0.006172,               0.006172
                    118,                  1.165,                0.66183,                 1.0083,                 0.7933,                0.65174,                0.68634,                 0.3965,                 1.6584,                 1.0157,                 1.2887,               0.006139,               0.006139,               0.006139
                    119,                 1.1571,                0.66242,                 1.0109,                0.80365,                0.64748,                 0.6867,                0.39621,                 1.6569,                  1.018,                 1.2889,               0.006106,               0.006106,               0.006106
                    120,                 1.1597,                0.65345,                 1.0051,                0.80146,                0.65047,                0.68743,                0.39665,                 1.6552,                 1.0165,                  1.288,               0.006073,               0.006073,               0.006073
                    121,                 1.1592,                0.66112,                 1.0113,                0.76899,                0.66649,                0.68694,                0.39733,                 1.6513,                 1.0131,                  1.285,                0.00604,                0.00604,                0.00604
                    122,                 1.1515,                 0.6571,                 1.0043,                0.77603,                0.66306,                0.68608,                0.39797,                 1.6503,                  1.013,                 1.2855,               0.006007,               0.006007,               0.006007
                    123,                 1.1468,                0.65225,                 1.0061,                0.76601,                0.67203,                0.68589,                0.39789,                 1.6488,                 1.0137,                 1.2864,               0.005974,               0.005974,               0.005974
                    124,                 1.1513,                0.65908,                 1.0084,                0.77214,                0.66637,                0.68516,                0.39786,                 1.6483,                 1.0152,                  1.287,               0.005941,               0.005941,               0.005941
                    125,                 1.1532,                0.65479,                 1.0072,                0.77488,                0.66708,                0.68643,                0.39765,                 1.6481,                 1.0148,                 1.2879,               0.005908,               0.005908,               0.005908
                    126,                 1.1437,                 0.6507,                 1.0053,                0.77515,                0.66633,                0.68668,                0.39775,                  1.648,                 1.0142,                 1.2868,               0.005875,               0.005875,               0.005875
                    127,                 1.1517,                0.65719,                 1.0001,                0.77556,                0.66276,                0.68541,                0.39812,                 1.6486,                 1.0144,                 1.2874,               0.005842,               0.005842,               0.005842
                    128,                 1.1397,                0.64521,                0.99891,                0.77572,                0.66375,                 0.6858,                0.39859,                 1.6496,                 1.0176,                 1.2883,               0.005809,               0.005809,               0.005809
                    129,                 1.1366,                0.64302,                0.99914,                0.77677,                0.66525,                0.68673,                0.39923,                 1.6494,                 1.0194,                  1.289,               0.005776,               0.005776,               0.005776
                    130,                 1.1313,                0.64075,                 1.0015,                0.78326,                0.66117,                0.68731,                0.39901,                 1.6512,                 1.0195,                 1.2913,               0.005743,               0.005743,               0.005743
                    131,                 1.1261,                0.63507,                0.99703,                0.77572,                0.66506,                0.68535,                0.39903,                 1.6503,                  1.019,                 1.2909,                0.00571,                0.00571,                0.00571
                    132,                 1.1363,                0.64613,                 1.0044,                 0.7782,                0.66774,                0.68702,                0.39932,                 1.6497,                  1.018,                 1.2915,               0.005677,               0.005677,               0.005677
                    133,                 1.1203,                0.63332,                0.99674,                0.78026,                0.66597,                 0.6861,                0.39922,                 1.6503,                 1.0178,                 1.2926,               0.005644,               0.005644,               0.005644
                    134,                 1.1266,                0.63415,                0.99394,                0.78233,                 0.6647,                0.68588,                0.39893,                 1.6504,                 1.0172,                 1.2925,               0.005611,               0.005611,               0.005611
                    135,                 1.1171,                0.63881,                0.99493,                0.78949,                0.66271,                0.68479,                0.39875,                 1.6505,                 1.0163,                 1.2926,               0.005578,               0.005578,               0.005578
                    136,                   1.13,                0.63537,                0.99775,                0.79134,                0.66109,                 0.6847,                0.39897,                 1.6494,                 1.0131,                 1.2922,               0.005545,               0.005545,               0.005545
                    137,                 1.1184,                0.62575,                0.99096,                0.79061,                0.66248,                 0.6853,                0.39949,                 1.6491,                 1.0118,                  1.292,               0.005512,               0.005512,               0.005512
                    138,                 1.1168,                0.62546,                0.99225,                  0.792,                0.66311,                0.68617,                0.39975,                 1.6486,                 1.0128,                 1.2917,               0.005479,               0.005479,               0.005479
                    139,                 1.1139,                0.62645,                0.98995,                0.79369,                0.66272,                0.68649,                 0.4001,                 1.6477,                 1.0116,                 1.2911,               0.005446,               0.005446,               0.005446
                    140,                 1.1176,                0.62626,                0.98929,                0.79379,                 0.6632,                0.68721,                0.40069,                 1.6471,                 1.0123,                 1.2907,               0.005413,               0.005413,               0.005413
                    141,                 1.1147,                0.62844,                0.99093,                0.79429,                0.66304,                0.68716,                0.40081,                 1.6471,                 1.0125,                 1.2908,                0.00538,                0.00538,                0.00538
                    142,                 1.1174,                0.62685,                0.98771,                 0.7981,                0.66283,                0.68933,                0.40143,                 1.6467,                  1.012,                 1.2901,               0.005347,               0.005347,               0.005347
                    143,                 1.1045,                0.61988,                0.98288,                0.79957,                 0.6623,                0.68987,                0.40148,                 1.6471,                 1.0115,                 1.2909,               0.005314,               0.005314,               0.005314
                    144,                 1.0992,                0.61913,                0.98258,                0.79496,                0.66503,                0.68982,                0.40225,                 1.6461,                 1.0111,                 1.2908,               0.005281,               0.005281,               0.005281
                    145,                 1.0954,                0.61514,                0.98371,                0.79486,                0.66362,                0.68961,                0.40231,                 1.6456,                 1.0113,                 1.2904,               0.005248,               0.005248,               0.005248
                    146,                 1.0988,                0.61215,                0.98373,                 0.7979,                0.66314,                0.69009,                0.40284,                 1.6452,                  1.012,                 1.2907,               0.005215,               0.005215,               0.005215
                    147,                  1.082,                0.60439,                 0.9812,                0.80221,                0.66265,                0.69067,                0.40282,                 1.6455,                 1.0129,                  1.291,               0.005182,               0.005182,               0.005182
                    148,                 1.0951,                0.61481,                0.98324,                0.79809,                0.66435,                0.69011,                0.40247,                 1.6457,                 1.0135,                 1.2915,               0.005149,               0.005149,               0.005149
                    149,                 1.0875,                0.60727,                0.98246,                0.79664,                0.66475,                0.69032,                 0.4025,                 1.6455,                 1.0142,                 1.2918,               0.005116,               0.005116,               0.005116
                    150,                  1.087,                0.60802,                0.98072,                0.79397,                0.66657,                0.69038,                0.40287,                 1.6455,                 1.0152,                 1.2921,               0.005083,               0.005083,               0.005083
                    151,                 1.0958,                0.61162,                0.98405,                0.79619,                0.66873,                0.69073,                 0.4027,                 1.6453,                 1.0153,                 1.2923,                0.00505,                0.00505,                0.00505
                    152,                 1.0752,                0.59648,                0.97428,                0.79727,                0.66856,                0.69179,                0.40296,                  1.645,                 1.0153,                 1.2923,               0.005017,               0.005017,               0.005017
                    153,                 1.0804,                0.60136,                0.97924,                0.79743,                0.66893,                0.69209,                0.40326,                 1.6452,                 1.0165,                 1.2927,               0.004984,               0.004984,               0.004984
                    154,                 1.0721,                0.59928,                0.97617,                0.79893,                0.66966,                0.69301,                0.40349,                 1.6464,                 1.0165,                 1.2943,               0.004951,               0.004951,               0.004951
                    155,                 1.0733,                0.59338,                0.97794,                0.79564,                 0.6693,                0.69258,                0.40363,                 1.6456,                 1.0175,                 1.2936,               0.004918,               0.004918,               0.004918
                    156,                 1.0812,                0.59934,                 0.9782,                0.79562,                0.66976,                0.69256,                0.40408,                  1.645,                 1.0189,                 1.2933,               0.004885,               0.004885,               0.004885
                    157,                 1.0721,                0.60022,                0.97701,                0.79592,                0.66923,                0.69266,                0.40408,                 1.6449,                 1.0192,                 1.2938,               0.004852,               0.004852,               0.004852
